"GL Year","Town Code","Town Name","100 Residential ","200 Commercial","250 Income and Expense Penalties","300 Industrial","400 Public Utility ","500 Vacant Land","600 Land Use","700 Ten Mill Land","800 Apartment","Total Real Property","Exemptions","Net Real Property","Motor Vehicle","Motor Vehicle Exemption","Total Net Motor Vehicle","Personal Property","Personal Property Exemptions","Net Personal Property ","Total Net Grand List"
"2014","52","Farmington","2,250,232,030","775,245,850",,"38,467,160","235,760","9,075,150","358,040","0","31,802,820","3,105,416,810","2,050,500","3,103,366,310","229,508,570","686,170","228,822,400","259,797,780","59,536,485","200,261,295","3,532,450,005"
"2013","52","Farmington","2,237,270,850","798,008,465",,"37,626,250","235,760","9,075,150","447,990","0","0","3,082,664,465","2,070,500","3,080,593,965","226,800,165","724,300","226,075,865","230,777,188","37,385,280","193,391,908","3,500,061,738"
"2012","52","Farmington","2,222,498,800","807,879,490",,"37,572,980","235,760","8,706,600","320,170","0","0","3,077,213,800","2,104,500","3,075,109,300","221,149,860","687,460","220,462,400","231,544,880","51,942,910","179,601,970",
"2011","52","Farmington","2,478,199,082","745,239,966",,"37,482,760","235,760","9,122,750","214,620",,"76,466,340","3,346,961,278","2,293,250","3,344,668,028","222,931,530","662,840","222,268,690","232,722,680","50,287,110","182,435,570","3,749,372,288"
"2024","53","Franklin","182,161,310","36,547,020","0","20,077,140","0","13,629,070","2,281,720","0","1,761,060","256,457,320","599,170","255,858,150","32,730,800","2,597,890","30,132,910","40,678,277","4,159,110","36,519,167","322,510,227"
"2023","53","Franklin","180,403,180","35,708,380","0","17,943,580","0","13,299,610","2,287,940","0","1,761,060","251,403,750","332,500","251,071,250","34,821,530","1,621,540","33,199,990","39,856,639","3,747,000","36,109,639","320,380,879"
"2022","53","Franklin","128,199,870","33,632,220","498,845","9,140,140","0","9,897,120","1,626,580","0","940,860","183,436,790","314,000","183,122,790","34,654,874","1,819,340","32,835,534","37,136,778","3,692,640","33,444,138","249,402,462"
"2021","53","Franklin","126,315,240","33,736,420","211,695","9,140,150","0","9,896,050","1,638,860","0","940,340","181,667,060","318,000","181,349,060","31,354,230","1,076,720","30,277,510","35,009,520","4,351,300","30,658,220","242,284,790"
"2020","53","Franklin","124,517,610","33,411,590","175787","8,869,400","0","9,460,610","1,700,240","0","940,340","178,899,790","388,000","178,511,790","25,778,420","1,052,000","24,726,420","34,581,160","3,992,660","30,588,500","233,826,710"
"2019","53","Franklin","123,747,750","33,517,070","0","8,869,400","0","9,609,190","1,720,320","0","940,340","178,404,070","401,000","178,003,070","25,100,250","744,630","24,355,620","35,219,110","3,213,710","32,005,400","234,364,090"
"2018","53","Franklin","122,406,420","33,691,310",,"8,861,140","0","9,575,970","1,730,910","0","697,660","176,963,410","395,000","176,568,410","23,653,930","904,690","22,749,240","35,995,910","3,227,210","32,768,700","232,086,350"
"2017","53","Franklin","110,162,720","33,892,032",,"3,928,860","0","9,330,600","2,015,080","0","832,140","160,161,432","439,000","159,722,432","22,806,310","1,159,880","21,646,430","34,347,650","1,597,420","32,750,230","214,119,092"
"2016","53","Franklin","109,764,620","33,802,170",,"3,964,080","0","9,330,470","1,996,290","0","989,051","159,846,681","409,500","159,437,181","21,697,250","505,820","21,191,430","23,810,060","1,972,810","21,837,250","202,465,861"
"2015","53","Franklin","109,554,390","32,621,580",,"4,247,620","0","9,416,070","1,990,070","0","1,088,000","158,917,730","411,500","158,506,230","21,476,900","707,400","20,769,500","25,597,760","1,626,390","23,971,370","203,247,100"
"2014","53","Franklin","108,484,580","31,747,510",,"4,247,620","0","10,190,770","1,574,750","0","812,830","157,058,060","398,500","156,659,560","20,399,510","647,500","19,752,010","16,662,290","1,673,340","14,988,950","191,400,520"
"2013","53","Franklin","107,919,190","31,280,170",,"3,936,590","0","10,569,960","1,353,460","0","610,940","155,670,310","429,260","155,241,050","19,473,150","686,050","18,787,100","16,834,270","1,747,240","15,087,030","189,115,180"
"2012","53","Franklin","129,512,230","33,344,236",,"5,030,060","0","12,349,330","1,922,810","0","1,170,970","183,329,636","724,190","182,605,446","18,908,139","371,470","18,536,669","15,733,270","1,837,520","13,895,750",
"2011","53","Franklin","129,210,040","33,178,316",,"5,030,060",,"12,416,360","1,864,170",,"1,344,210","183,043,156","744,050","182,299,106","17,922,000","329,900","17,592,100","14,388,340","1,924,350","12,463,990","212,355,196"
"2024","54","Glastonbury","3,945,822,370","586,894,300","0","96,524,600","7,507,500","33,954,711","2,335,969","0","111,761,600","4,784,801,050","13,957,900","4,770,843,150","426,901,073","2,121,878","424,779,195","245,426,730","23,111,900","222,314,830","5,417,937,175"
"2023","54","Glastonbury","3,925,502,670","585,324,260","3,948,360","96,676,900","7,469,000","37,030,600","2,424,700","0","111,528,600","4,765,956,730","4,195,200","4,761,761,530","428,459,818","1,662,590","426,797,228","252,691,850","26,657,240","226,034,610","5,414,593,368"
"2022","54","Glastonbury","3,888,931,630","585,601,400","3,824,020","94,608,500","7,294,000","39,287,400","2,458,900","0","111,528,600","4,729,710,430","4,058,450","4,725,651,980","441,311,727","1,793,130","439,518,597","245,358,400","26,856,040","218,502,360","5,383,672,937"
"2021","54","Glastonbury","3,070,746,120","560,149,060","0","80,164,490","6,693,000","31,155,800","2,856,570","0","79,213,500","3,830,978,540","3,815,050","3,827,163,490","435,881,605","1,822,602","434,059,003","220,162,181","27,309,430","192,852,751","4,454,075,244"
"2020","54","Glastonbury","3,039,003,250","556,548,860","0","76,556,390","6,628,800","33,229,100","2,955,570","0","79,164,100","3,794,086,070","3,976,450","3,790,109,620","332,622,496","1,708,645","330,913,851","218,595,780","26,710,730","191,885,050","4,312,908,521"
"2019","54","Glastonbury","3,012,918,850","552,311,360","0","76,474,090","6,506,300","36,487,900","2,903,200","0","79,188,100","3,766,789,800","4,344,750","3,762,445,050","326,273,143","1,616,718","324,656,425","208,439,330","19,745,180","188,694,150","4,275,795,625"
"2018","54","Glastonbury","2,986,148,132","547,432,100",,"74,860,400","6,506,300","40,903,200","2,928,600","0","79,180,000","3,737,958,732","4,390,000","3,733,568,732","312,657,588","1,924,203","310,733,385","198,156,810","17,399,630","180,757,180","4,225,059,297"
"2017","54","Glastonbury","2,959,554,330","549,540,100",,"74,744,900","6,506,300","42,653,700","2,949,800","0","69,223,400","3,705,172,530","4,524,200","3,700,648,330","307,168,409","1,463,442","305,704,967","189,839,870","17,098,100","172,741,770","4,179,095,067"
"2016","54","Glastonbury","2,853,009,770","494,172,410",,"70,195,130","6,439,100","42,754,100","2,030,100","0","36,186,640","3,504,787,250","4,504,000","3,500,283,250","301,855,348","821,410","301,033,938","188,127,910","19,788,920","168,338,990","3,969,656,178"
"2015","54","Glastonbury","2,831,646,370","495,887,080",,"70,791,660","6,748,410","43,790,700","2,023,600","0","26,943,540","3,477,831,360","4,651,850","3,473,179,510","290,299,295","960,116","289,339,179","173,164,120","20,480,990","152,683,130","3,915,201,819"
"2014","54","Glastonbury","2,809,788,470","491,153,090",,"70,500,920","3,531,100","45,062,900","2,005,100","0","26,994,810","3,449,036,390","4,879,120","3,444,157,270","284,872,715","690,149","284,182,566","162,925,910","19,960,400","142,965,510","3,871,305,346"
"2013","54","Glastonbury","2,793,658,070","479,727,660",,"70,879,990","3,520,000","39,516,800","2,051,200","0","26,967,110","3,416,320,830","5,223,850","3,411,096,980","286,310,205","972,393","285,337,812","151,423,380","15,268,760","136,154,620","3,832,589,412"
"2012","54","Glastonbury","2,778,614,720","480,928,230",,"70,673,780","3,096,100","40,504,000","2,108,960","0","26,720,170","3,402,645,960","5,455,290","3,397,190,670","277,944,148","979,420","276,964,728","151,740,270","17,349,310","134,390,960",
"2011","54","Glastonbury","3,221,379,980","483,247,400",,"69,302,300","2,895,400",,"2,014,500",,"20,670,800","3,799,510,380","5,259,000","3,794,251,380","280,615,025","1,108,270","279,506,755","150,642,100","16,786,320","133,855,780","4,207,613,915"
"2024","55","Goshen","630,344,380","17,100,620","0","615,050","2,399,040","24,326,873","6,952,470","0","133,560","681,871,993","1,564,880","680,307,113","41,164,186","375,146","40,789,040","23,456,315","4,779,153","18,677,162","739,773,315"
"2023","55","Goshen","621,050,370","17,090,470","0","615,050","2,399,040","26,012,323","6,858,100","0","133,560","674,158,913","1,172,000","672,986,913","48,754,225","297,470","48,456,755","21,654,600","4,576,117","17,078,483","738,522,151"
"2022","55","Goshen","612,227,540","16,994,780","0","615,050","2,399,040","27,222,013","6,929,820","0","133,560","666,521,803","1,364,000","665,157,803","49,656,350","243,520","49,412,830","20,260,960","3,592,556","16,668,404","731,239,037"
"2021","55","Goshen","468,185,250","17,224,560","0","653,160","2,405,550","30,927,170","5,059,880","0","108,080","524,563,650","1,511,500","523,052,150","46,762,260","292,940","46,469,320","19,614,710","3,428,520","16,186,190","585,707,660"
"2020","55","Goshen","465,459,780","17,271,630","0","653,160","2,395,050","30,739,520","5,214,460","0","108,080","521,841,680","1,539,500","520,302,180","38,512,950","325,450","38,187,500","17,976,600","3,592,690","14,383,910","572,873,590"
"2019","55","Goshen","461,284,110","17,271,140","0","653,160","2,370,060","31,164,230","5,196,230","0","108,080","518,047,010","1,530,500","516,516,510","35,114,345","363,250","34,751,095","17,260,590","3,315,560","13,945,030","565,212,635"
"2018","55","Goshen","458,919,100","17,164,600",,"653,160","2,475,060","31,169,660","5,171,720","0","155,190","515,708,490","1,621,540","514,086,950","33,295,855","201,580","33,094,275","15,116,250","2,871,680","12,244,570","559,425,795"
"2017","55","Goshen","455,424,710","17,170,760",,"653,160","2,475,060","32,189,650","5,329,660","0","155,190","513,398,190","1,643,500","511,754,690","31,875,680","206,250","31,669,430","12,594,700","1,925,700","10,669,000","554,093,120"
"2016","55","Goshen","434,217,330","17,102,670",,"541,750","2,449,170","31,017,600","3,562,650","0","176,400","489,067,570","1,788,000","487,279,570","30,998,230","93,630","30,904,600","11,898,890","1,540,930","10,357,960","528,542,130"
"2015","55","Goshen","431,608,660","16,573,300",,"541,750","2,449,170","31,778,790","3,418,090","0","176,400","486,546,160","1,728,060","484,818,100","30,589,740","157,740","30,432,000","10,634,810","1,201,500","9,433,310","524,683,410"
"2014","55","Goshen","429,565,960","16,563,920",,"637,960","2,449,170","33,057,580","3,276,700","0","176,400","485,727,690","1,775,450","483,952,240","30,331,840","83,820","30,248,020","10,279,640","1,128,580","9,151,060","523,351,320"
"2013","55","Goshen","426,264,390","16,661,870",,"690,670","2,449,170","33,637,780","3,230,630","0","176,400","483,110,910","1,795,000","481,315,910","30,662,620","67,590","30,595,030","9,799,310","1,165,120","8,634,190","520,545,130"
"2012","55","Goshen","424,067,220","16,762,760",,"690,670","2,449,170","33,634,630","3,319,640","0","176,400","481,100,490","1,740,500","479,359,990","30,243,600","141,030","30,102,570","9,118,500","573,890","8,544,610",
"2011","55","Goshen","507,831,520","19,473,740",,"960,470","2,110,190","42,690,390","3,719,510",,"197,470","576,983,290","1,709,500","575,273,790","30,285,730","196,850","30,088,880","9,083,365","506,030","8,577,335","613,940,005"
"2024","56","Granby","1,118,123,090","56,879,970","0","4,340,560","785,330","9,181,190","3,302,730","0","58,592,100","1,251,204,970","6,203,080","1,245,001,890","126,723,606","2,009,900","124,713,706","44,971,450","5,107,630","39,863,820","1,409,579,416"
"2023","56","Granby","1,109,936,380","56,983,080","0","4,340,560","785,330","9,909,890","3,354,370","0","41,553,120","1,226,862,730","1,456,980","1,225,405,750","130,525,516","1,825,760","128,699,756","43,859,210","4,349,100","39,510,110","1,393,615,616"
"2022","56","Granby","1,101,623,670","56,695,940","0","4,121,250","785,330","10,607,800","3,356,560","0","31,014,130","1,208,204,680","1,434,480","1,206,770,200","133,076,623","2,177,263","130,899,360","41,761,300","3,853,660","37,907,640","1,375,577,200"
"2021","56","Granby","831,945,300","45,763,550","0","3,833,970","677,880","10,766,100","2,494,490","0","16,030,910","911,512,200","1,367,590","910,144,610","129,067,415","1,790,233","127,277,182","38,537,630","3,748,140","34,789,490","1,072,211,282"
"2020","56","Granby","826,315,480","45,144,050","0","3,833,970","677,880","10,131,900","2,464,090","0","16,030,910","904,598,280","1,405,470","903,192,810","102,165,490","1,737,087","100,428,403","35,446,670","3,380,380","32,066,290","1,035,687,503"
"2019","56","Granby","820,346,599","44,686,390","0","3,833,970","677,880","10,759,590","2,468,670","0","13,331,080","896,104,179","1,448,460","894,655,719","97,074,204","1,870,370","95,203,834","34,485,810","3,325,340","31,160,470","1,021,020,023"
"2018","56","Granby","814,941,366","43,939,980",,"3,833,970","677,880","11,101,680","2,472,960","0","8,801,310","885,769,146","1,338,210","884,430,936","93,969,459","1,711,211","92,258,248","29,946,770","2,980,370","26,966,400","1,003,655,584"
"2017","56","Granby","810,322,820","42,644,700",,"3,809,330","677,880","10,258,250","2,490,530","0","5,876,220","876,079,730","1,592,300","874,487,430","91,965,860","1,006,970","90,958,890","27,779,380","2,992,650","24,786,730","990,233,050"
"2016","56","Granby","803,966,390","41,505,520",,"3,745,910","694,050","10,525,030","1,996,070","0","3,479,560","865,912,530","1,671,080","864,241,450","90,819,780","713,430","90,106,350","25,865,770","2,926,670","22,939,100","977,286,900"
"2015","56","Granby","801,168,840","40,312,160",,"3,743,250","694,050","10,934,390","2,028,990","0","2,991,870","861,873,550","1,663,080","860,210,470","89,632,930","921,540","88,711,390","24,948,120","2,501,070","22,447,050","971,368,910"
"2014","56","Granby","730,971,750","37,275,770",,"3,423,910","691,740","10,588,790","70,906,120","0","4,279,310","858,137,390","1,744,080","856,393,310","88,540,910","573,030","87,967,880","23,367,850","2,254,150","21,113,700","965,474,890"
"2013","56","Granby","727,290,770","37,260,790",,"3,423,910","691,740","10,631,210","70,396,890","0","4,279,310","853,974,620","1,738,050","852,236,570","88,346,140","534,260","87,811,880","21,891,910","1,910,740","19,981,170","960,029,620"
"2012","56","Granby","723,049,920","37,152,430",,"3,423,910","691,740","10,515,680","71,321,210","0","4,279,310","850,434,200","1,698,550","848,735,650","85,969,400","482,760","85,486,640","21,690,820","1,901,620","19,789,200",
"2011","56","Granby","821,858,650","40,823,440",,"3,933,300","685,720","14,085,680","78,307,380","0","4,426,730","964,120,900","1,797,590","962,323,310","86,368,590","373,580","85,995,010","20,513,830","1,994,620","18,519,210","1,066,837,530"
"2024","57","Greenwich","29,754,292,970","4,721,502,210","0","87,301,620","40,651,800","144,456,060","13,775,720","0","324,166,460","35,086,146,840","9,545,000","35,076,601,840","1,032,145,080","1,227,980","1,030,917,100","814,207,060","44,350,651","769,856,409","36,877,375,349"
"2023","57","Greenwich","29,327,566,950","4,705,295,580","0","85,139,950","40,520,690","144,865,910","13,316,730","0","322,981,800","34,639,687,610","10,167,000","34,629,520,610","1,064,792,440","1,201,290","1,063,591,150","800,940,630","38,002,530","762,938,100","36,456,049,860"
"2022","57","Greenwich","28,868,887,040","4,703,070,630","46,967,221","85,147,020","40,520,690","144,786,880","13,518,400","0","314,918,920","34,170,849,580","10,901,000","34,159,948,580","1,122,491,750","1,277,410","1,121,214,340","776,340,490","36,710,260","739,630,230","36,020,793,150"
"2021","57","Greenwich","28,674,324,630","4,615,773,610","49,754,173","85,587,810","42,130,690","106,742,370","14,295,470","0","300,738,690","33,839,593,270","12,308,000","33,827,285,270","1,038,022,573","1,334,580","1,036,687,993","754,958,470","38,325,260","716,633,210","35,580,606,473"
"2020","57","Greenwich","27,193,854,330","4,462,999,100","38756732","84,347,970","41,724,480","95,979,170","13,576,150","0","284,462,500","32,176,943,700","13,352,000","32,163,591,700","844,204,290","1,263,950","842,940,340","708,703,350","33,227,230","675,476,120","33,682,008,160"
